page,clicks,impressions,ctr,position
https://librosresumidos.net/,13,125,0.104,16.432000000000002
https://librosresumidos.net/aniceto-el-vencecanguelos-de-consuelo-armijo/,2,20,0.1,24.95
https://librosresumidos.net/cuentos-completos-ii-de-philip-k-dick/,2,6,0.3333333333333333,31.166666666666668
https://librosresumidos.net/el-dragon-de-vapor-de-andres-alberto-montanas-lleras/,2,49,0.04081632653061224,34.04081632653061
https://librosresumidos.net/en-la-bahia-de-katherine-mansfield/,2,2,1,9.5
https://librosresumidos.net/historia-de-mix-de-max-y-de-mex-de-luis-sepulveda/,2,9,0.2222222222222222,22
https://librosresumidos.net/irse-de-casa-de-carmen-martin-gaite/,2,3,0.6666666666666666,34.333333333333336
https://librosresumidos.net/la-espada-infinita-redencion-infinity-blade-de-brandon-sanderson/,2,3,0.6666666666666666,17.666666666666668
https://librosresumidos.net/la-hermana-san-sulpicio-de-armando-palacio-valdes/,2,13,0.15384615384615385,64.84615384615384
https://librosresumidos.net/la-papallona-de-narcis-oller/,2,3,0.6666666666666666,5.333333333333333
https://librosresumidos.net/mitos-griegos-de-maria-angelidou/,2,36,0.05555555555555555,76.41666666666667
https://librosresumidos.net/tres-anos-en-las-camaras-de-gas-de-filip-muller/,2,7,0.2857142857142857,50.714285714285715
https://librosresumidos.net/tu-sexo-es-aun-mas-tuyo-de-sylvia-de-bejar/,2,3,0.6666666666666666,9
https://librosresumidos.net/una-virgen-de-mas-la-xi-novela-de-marco-didio-falco-de-lindsey-davis/,2,3,0.6666666666666666,4.333333333333334
https://librosresumidos.net/adolf-hitler-una-biografia-narrativa-de-john-toland/,1,4,0.25,21.5
https://librosresumidos.net/al-amparo-de-la-noche-de-linda-howard/,1,1,1,4
https://librosresumidos.net/algunos-muchachos-de-ana-maria-matute/,1,3,0.3333333333333333,17.666666666666668
https://librosresumidos.net/amigo-se-escribe-con-h-de-maria-fernanda-heredia/,1,20,0.05,57.35
https://librosresumidos.net/andromenas-de-concha-blanco-blanco/,1,4,0.25,142.75
https://librosresumidos.net/antes-y-despues-de-odiarte-de-angeles-ibirika/,1,1,1,8
https://librosresumidos.net/asesinato-en-el-comite-central-de-manuel-vazquez-montalban/,1,1,1,4
https://librosresumidos.net/aura-de-carlos-fuentes/,1,58,0.017241379310344827,44.241379310344826
https://librosresumidos.net/austerlitz-de-w-g-sebald/,1,3,0.3333333333333333,128
